date,co2_ppm,ch4_ppb,n2o_ppb,anomaly,irradiance,co2,primary_energy_consumption,land_use_change_co2,time_since_baseline,co2_ppm_growth_rate,ch4_ppb_growth_rate,n2o_ppb_growth_rate,co2_ma_12,temp_ma_12
1959-01-01,315.58,,,8.0,,8855.112,,8692.767,0.0,,,,,
1960-01-01,316.43,,,0.0,,9386.951,,7610.568,0.999315537303217,,,,,
1961-01-01,316.89,,,7.0,,9414.99,,7630.158,2.001368925393566,,,,,
1962-01-01,317.94,,,5.0,,9747.241,,7138.4,3.0006844626967832,,,,,
1963-01-01,318.74,,,-3.0,,10266.777,,6953.332,4.0,,,,,
1964-01-01,319.57,,,-9.0,,10824.47,,6659.918,4.999315537303217,,,,,
1965-01-01,319.44,,,-8.0,,11310.603,43360.309,6385.424,6.0013689253935665,,,,,
1966-01-01,320.62,,,-19.0,,11862.625,45732.449,5917.141,7.000684462696783,,,,,
1967-01-01,322.33,,,-7.0,,12237.371,47410.555,6250.528,8.0,,,,,
1968-01-01,322.57,,,-26.0,,12905.273,50246.746,6327.129,8.999315537303216,,,,,
1969-01-01,324.0,,,-11.0,,13761.798,53700.402,6940.544,10.001368925393566,,,,,
1970-01-01,325.06,,,8.0,,14899.139,57177.613,6689.67,11.000684462696784,,,,319.93083333333334,-4.583333333333333
1971-01-01,326.17,,,-2.0,,15503.862,59438.562,6139.398,12.0,0.03355725964890044,,,320.81333333333333,-5.416666666666667
1972-01-01,326.77,,,-23.0,,16224.579,62703.992,6438.088,12.999315537303216,0.03267705337673421,,,321.675,-7.333333333333333
1973-01-01,328.55,,,29.0,,17077.285,66337.648,6254.265,14.001368925393566,0.03679510240146433,,,322.64666666666665,-5.5
1974-01-01,329.36,,,-10.0,,16997.912,66696.508,6312.999,15.000684462696784,0.03591872680379948,,,323.5983333333333,-6.75
1975-01-01,330.73,,,10.0,,16988.477,67157.297,6123.497,16.0,0.03761686641149531,,,324.5975,-5.666666666666667
1976-01-01,331.56,,,-3.0,,17862.492,70744.766,6060.281,16.999315537303218,0.03751916637982289,,,325.59666666666664,-5.166666666666667
1977-01-01,332.68,,,18.0,,18358.039,73306.172,6620.091,18.001368925393567,0.04144753318307037,,,326.7,-3.0
1978-01-01,334.94,,,6.0,,19024.742,76179.039,6563.897,19.000684462696782,0.04466346453745862,,,327.8933333333333,-0.9166666666666666
1979-01-01,336.14,,,9.0,,19508.59,78698.641,5855.829,20.0,0.042844290013340336,,,329.0441666666667,0.4166666666666667
1980-01-01,337.9,,,29.0,,19409.793,78010.562,6001.314,20.999315537303218,0.047524568310754134,,,330.32166666666666,5.0
1981-01-01,339.29,,,53.0,,18879.756,77654.789,5836.581,22.001368925393567,0.04719135802469143,,,331.5958333333333,10.333333333333334
1982-01-01,340.93,,,5.0,,18729.742,77277.594,5531.553,23.000684462696782,0.048821755983510684,,,332.91833333333335,10.083333333333334
1983-01-01,341.57,,,53.0,,18901.775,78599.125,5839.854,24.0,0.04721464267099962,,,334.20166666666665,14.666666666666666
1984-01-01,344.21,1638.74,,31.0,,19457.25,82129.477,6424.799,24.999315537303218,0.05337087247911376,,,335.655,19.166666666666668
1985-01-01,345.48,1655.6,,22.0,,20144.863,84332.883,6787.743,26.001368925393567,0.05152944757266775,,,337.06583333333333,18.583333333333332
1986-01-01,346.78,1666.29,,26.0,,20438.045,86200.781,6943.316,27.000684462696782,0.05289045421423344,,,338.5175,21.583333333333332
1987-01-01,348.73,1679.42,,32.0,,21106.189,89321.43,6497.945,28.0,0.054425059716384894,,,340.0175,23.416666666666668
1988-01-01,350.51,1691.98,,56.0,,21918.756,92666.555,6156.68,28.999315537303218,0.05715405959705633,,,341.59666666666664,28.333333333333332
1989-01-01,353.07,1700.55,,12.0,,22200.213,94454.031,5980.82,30.001368925393567,0.061290128652158105,,,343.2958333333333,27.833333333333332
1990-01-01,353.86,1712.14,,41.0,,22732.145,95856.289,5829.07,31.000684462696782,0.056487729145518584,,,344.8725,30.75
1991-01-01,354.93,1721.66,,42.0,,23205.592,96516.406,5720.298,32.0,0.055899327661093734,,,346.43833333333333,33.5
1992-01-01,356.34,1738.92,,47.0,,22520.424,97104.883,5967.898,32.99931553730322,0.054572358686001854,,,347.97499999999997,35.0
1993-01-01,357.1,1735.77,,34.0,,22749.873,97894.812,5733.292,34.001368925393564,0.05249196852250293,,,349.4591666666667,33.416666666666664
1994-01-01,358.36,1741.38,,26.0,,22974.598,99137.25,6668.908,35.00068446269678,0.05112486434165375,,,350.91166666666663,35.166666666666664
1995-01-01,360.04,1751.14,,52.0,,23516.639,101315.359,6278.081,36.0,0.0540738355241972,,,352.4508333333333,35.083333333333336
1996-01-01,362.2,1752.24,,24.0,,24233.477,104245.836,6541.828,36.99931553730322,0.05226460590918336,0.06926052943114835,,353.95000000000005,34.5
1997-01-01,363.24,1753.4,,32.0,,24380.322,105269.266,8019.617,38.001368925393564,0.051406738450850975,0.05907223967141828,,355.43,35.333333333333336
1998-01-01,365.39,1761.47,,58.0,,24295.713,105852.398,6792.238,39.00068446269678,0.05366514793240684,0.05712090932550762,,356.98083333333335,38.0
1999-01-01,368.35,1773.79,,48.0,,24837.771,107613.984,6561.857,40.0,0.05626129097009147,0.0561920186731133,,358.61583333333334,39.333333333333336
2000-01-01,369.45,1775.54,,25.0,,25511.482,110416.398,6145.762,40.99931553730322,0.054035548201192496,0.049385926547595105,,360.19416666666666,36.75
2001-01-01,370.76,1772.87,316.3,45.0,,25692.994,111493.289,5460.704,42.001368925393564,0.050103378933356035,0.04252741760018819,,361.66833333333335,39.5
2001-02-01,371.69,1772.52,316.31,43.0,,,,,42.08624229979466,0.050387158763352646,0.035265807702641094,,363.1541666666667,39.666666666666664
2001-03-01,372.63,1773.65,316.21,55.0,,,,,42.16290212183436,0.04986898825120445,0.030197599990706703,,364.62916666666666,40.75
2001-04-01,373.55,1773.87,316.12,50.0,,,,,42.247775496235455,0.04829657069091331,0.020098681940514673,,366.06333333333333,41.0
2001-05-01,374.03,1770.88,316.11,57.0,,,,,42.32991101984942,0.04740968916269939,0.02022733426663681,,367.47416666666663,42.916666666666664
2001-06-01,373.4,1766.1,316.16,52.0,,,,,42.41478439425051,0.0419689697510881,0.014195637942321593,,368.72749999999996,45.083333333333336
2001-07-01,371.68,1763.02,316.23,59.0,,,,,42.496919917864474,0.0323297411398733,0.006784152038100899,,369.6975,45.666666666666664
2001-08-01,369.78,1764.51,316.3,48.0,,,,,42.58179329226557,0.02092766427388182,0.0070024654156963795,,370.32916666666665,47.666666666666664
2001-09-01,368.34,1770.44,316.41,51.0,,,,,42.666666666666664,0.01404030393128508,0.009718261663054673,,370.75416666666666,49.25
2001-10-01,368.61,1775.49,316.59,50.0,,,,,42.74880219028063,0.008812501710501186,0.007959261298801534,,371.0225,48.583333333333336
2001-11-01,369.94,1776.58,316.76,72.0,,,,,42.83367556468173,0.004316546762589857,0.0015729032185320957,,371.155,50.583333333333336
2001-12-01,371.42,1775.92,316.87,55.0,,,,,42.91581108829569,0.00533225064284748,0.0002140193969160098,,371.31916666666666,53.083333333333336
2002-01-01,372.7,1774.12,316.93,77.0,,26265.332,113894.43,6093.696,43.00068446269678,0.0052324954148235125,0.0007050714378380452,0.001991779955738293,371.48083333333335,55.75
2002-02-01,373.37,1772.86,316.97,78.0,,,,,43.08555783709788,0.004519895611934777,0.0001918172996637768,0.0020865606525244385,371.62083333333334,58.666666666666664
2002-03-01,374.3,1773.41,316.96,88.0,,,,,43.162217659137575,0.004481657408152984,-0.00013531418261780725,0.002371841497738947,371.76,61.416666666666664
2002-04-01,375.19,1772.74,316.9,58.0,,,,,43.24709103353867,0.0043903091955561635,-0.0006370252611520577,0.0024674174364165413,371.8966666666667,62.083333333333336
2002-05-01,375.93,1770.28,316.85,64.0,,,,,43.32922655715264,0.005079806432639167,-0.0003388146006505499,0.002340957261712795,372.055,62.666666666666664
2002-06-01,375.69,1766.89,316.83,53.0,,,,,43.41409993155373,0.006132833422603179,0.00044731328916824964,0.002119180161943124,372.24583333333334,62.75
2002-07-01,374.16,1764.26,316.82,61.0,,,,,43.49623545516769,0.006672406371071915,0.0007033385894659183,0.0018657306390916784,372.45250000000004,62.916666666666664
2002-08-01,372.03,1766.98,316.82,53.0,,,,,43.58110882956879,0.00608469901022235,0.0013998220469138012,0.001644008852355272,372.64000000000004,63.333333333333336
2002-09-01,370.92,1773.76,316.87,64.0,,,,,43.66598220396988,0.007004398110441512,0.0018752400533199598,0.00145380993015376,372.855,64.41666666666667
2002-10-01,370.73,1778.26,316.99,54.0,,,,,43.748117727583846,0.005751336100485727,0.001560132695762828,0.0012634637859694209,373.0316666666667,64.75
2002-11-01,372.43,1779.49,317.13,59.0,,,,,43.832991101984945,0.006730821214250948,0.0016379785880737963,0.0011680767773709633,373.2391666666667,63.666666666666664
2002-12-01,373.98,1779.64,317.24,44.0,,,,,43.9151266255989,0.006892466749232717,0.0020946889499526833,0.001167671284753924,373.45250000000004,62.75
2003-01-01,375.07,1777.54,317.29,74.0,,27652.691,117849.602,7321.209,44.0,0.006359001878186277,0.0019277162762383337,0.001135897516801876,373.65000000000003,62.5
2003-02-01,375.82,1774.83,317.34,58.0,,,,,44.0848733744011,0.006561855532045913,0.001111198853829487,0.00116730289932776,373.8541666666667,60.833333333333336
2003-03-01,376.64,1774.84,317.41,60.0,,,,,44.16153319644079,0.006251669783595926,0.0008063561161828492,0.0014197375063100814,374.0491666666667,58.5
2003-04-01,377.92,1775.8,317.48,55.0,,,,,44.24640657084189,0.0072763133345772335,0.0017261414533433772,0.0018302303565795874,374.2766666666667,58.25
2003-05-01,378.78,1774.45,317.51,60.0,,,,,44.328542094455855,0.007581198627403918,0.0023555595724971123,0.002083004576297842,374.51416666666665,57.916666666666664
2003-06-01,378.46,1771.68,317.53,47.0,,,,,44.41341546885695,0.007373100162367807,0.002710978046171597,0.002209386737366925,374.74499999999995,57.416666666666664
2003-07-01,376.88,1770.71,317.56,58.0,,,,,44.49555099247091,0.0072696172760315925,0.003655923730062405,0.0023357111293478283,374.97166666666664,57.166666666666664
2003-08-01,374.57,1774.3,317.63,64.0,,,,,44.580424366872,0.00682740639195778,0.00414266149022624,0.002556656776718569,375.18333333333334,58.083333333333336
2003-09-01,373.34,1780.55,317.77,62.0,,,,,44.6652977412731,0.0065243179122180806,0.0038280263395273906,0.0028402815034556106,375.385,57.916666666666664
2003-10-01,373.31,1784.69,317.93,72.0,,,,,44.747433264887064,0.006959242575459212,0.0036158941887014517,0.00296539323007039,375.6000000000001,59.416666666666664
2003-11-01,374.84,1785.28,318.04,52.0,,,,,44.832306639288156,0.006471014687323695,0.0032537412404678445,0.0028694856998707774,375.8008333333333,58.833333333333336
2003-12-01,376.17,1783.56,318.11,74.0,,,,,44.91444216290212,0.005855928124498533,0.0022026926794183055,0.002742403227840029,375.9833333333333,61.333333333333336
2004-01-01,377.17,1780.74,318.18,57.0,,28610.023,123841.742,6443.865,44.99931553730322,0.005598954861759209,0.001800240782204643,0.002805004885120921,376.1583333333333,59.916666666666664
2004-02-01,378.05,1779.68,318.2,72.0,,,,,45.08418891170431,0.00593369166090163,0.002732656085371543,0.0027100271002711285,376.3441666666667,61.083333333333336
2004-03-01,379.06,1780.93,318.16,63.0,,,,,45.163586584531146,0.006425233644859807,0.003431295215343466,0.002362874515610791,376.54583333333335,61.333333333333336
2004-04-01,380.54,1780.88,318.14,61.0,,,,,45.24845995893224,0.006932684165961156,0.002860682509291612,0.002078871109991054,376.76416666666665,61.833333333333336
2004-05-01,380.8,1777.74,318.14,37.0,,,,,45.3305954825462,0.005332910924547241,0.0018540956352672833,0.0019841894743473087,376.93249999999995,59.916666666666664
2004-06-01,379.87,1772.43,318.13,44.0,,,,,45.4154688569473,0.003725624900914326,0.00042332701165004316,0.0018895852360407694,377.05,59.666666666666664
2004-07-01,377.65,1768.17,318.14,25.0,,,,,45.497604380561256,0.002043090638930156,-0.0014344528465982664,0.0018264265020782045,377.1141666666667,56.916666666666664
2004-08-01,376.17,1769.97,318.17,45.0,,,,,45.582477754962355,0.004271564727554411,-0.0024403990306035572,0.0017000913011995245,377.2475,55.333333333333336
2004-09-01,374.43,1775.87,318.22,50.0,,,,,45.667351129363446,0.002919590721594423,-0.0026284013366656422,0.0014161185763288398,377.33833333333337,54.333333333333336
2004-10-01,374.63,1780.08,318.34,61.0,,,,,45.74948665297741,0.003535935281669289,-0.002583081655637698,0.0012895920485640477,377.44833333333327,53.416666666666664
2004-11-01,376.33,1780.53,318.56,73.0,,,,,45.83436002737851,0.003975029345854253,-0.0026606470693673057,0.0016350144635894903,377.57250000000005,55.166666666666664
2004-12-01,377.68,1778.17,318.77,50.0,,,,,45.91649555099247,0.004014142541935772,-0.003022045796048256,0.0020747540159062883,377.6983333333333,53.166666666666664
2005-01-01,378.63,1776.13,318.87,75.0,,29598.951,127936.719,5931.112,46.001368925393564,0.003870933531298748,-0.002588811393016366,0.0021685838204790198,377.82,54.666666666666664
2005-02-01,379.91,1775.76,318.89,60.0,,,,,46.08624229979466,0.0049199841290834545,-0.0022026431718061845,0.002168447517284733,377.97499999999997,53.666666666666664
2005-03-01,380.95,1775.58,318.86,74.0,,,,,46.16290212183436,0.004986018044636609,-0.0030040484465981843,0.0022001508674880377,378.13249999999994,54.583333333333336
2005-04-01,382.48,1774.79,318.78,67.0,,,,,46.247775496235455,0.005098018605140142,-0.0034196576973182236,0.0020116929653610782,378.2941666666666,55.083333333333336
2005-05-01,382.64,1772.51,318.66,63.0,,,,,46.32991101984942,0.0048319327731092265,-0.0029419375161722217,0.001634500534356098,378.44750000000005,57.25
2005-06-01,382.4,1768.81,318.59,65.0,,,,,46.41478439425051,0.006660173217153176,-0.002042393775776863,0.0014459497689622847,378.6583333333333,59.0
2005-07-01,380.93,1766.41,318.65,61.0,,,,,46.496919917864474,0.008685290613001495,-0.0009953794035640895,0.0016030678317722202,378.9316666666667,62.0
2005-08-01,378.93,1768.16,318.77,60.0,,,,,46.58179329226557,0.007337108222346345,-0.001022616202534521,0.001885784329132223,379.16166666666663,63.25
2005-09-01,376.89,1773.24,318.9,71.0,,,,,46.666666666666664,0.006569986379296511,-0.001480964259771178,0.0021368864307709234,379.3666666666666,65.0
2005-10-01,377.19,1778.59,319.11,76.0,,,,,46.74880219028063,0.006833408963510701,-0.0008370410318637722,0.002418797512094173,379.58,66.25
2005-11-01,378.54,1781.25,319.36,74.0,,,,,46.83367556468173,0.005872505513777826,0.0004043739785344336,0.0025113008538424353,379.7641666666666,66.33333333333333
2005-12-01,380.31,1780.26,319.58,67.0,,,,,46.91581108829569,0.006963567040881191,0.001175365684945806,0.002541017034225268,379.98333333333335,67.75
2006-01-01,381.58,1779.53,319.73,56.0,,30594.152,131481.203,6033.741,47.00068446269678,0.007791247391912837,0.0019142742929851853,0.002697023865525283,380.2291666666667,66.16666666666667
2006-02-01,382.4,1779.48,319.81,74.0,,,,,47.08555783709788,0.006554183885657094,0.0020948776861737795,0.002885007369312298,380.43666666666667,67.33333333333333
2006-03-01,382.86,1777.39,319.77,63.0,,,,,47.162217659137575,0.005013781336133505,0.001019385214972024,0.0028539170795960356,380.59583333333336,66.41666666666667
2006-04-01,384.8,1776.12,319.7,46.0,,,,,47.24709103353867,0.00606567663668689,0.0007493844342147948,0.0028860028860029363,380.7891666666667,64.66666666666667
2006-05-01,385.22,1774.91,319.69,48.0,,,,,47.32922655715264,0.006742630148442563,0.0013540121071249356,0.0032322851942507835,381.0041666666666,63.416666666666664
2006-06-01,384.24,1769.23,319.66,66.0,,,,,47.41409993155373,0.004811715481171541,0.00023744777562328956,0.0033585486047900126,381.1575,63.5
2006-07-01,382.65,1764.17,319.63,54.0,,,,,47.49623545516769,0.004515265271834545,-0.0012681087629712318,0.0030754746587164927,381.3008333333333,62.916666666666664
2006-08-01,380.6,1767.24,319.68,71.0,,,,,47.58110882956879,0.004407146438656362,-0.0005203149036286936,0.002854722840919921,381.44000000000005,63.833333333333336
2006-09-01,379.04,1774.58,319.82,66.0,,,,,47.66598220396988,0.005704582238849731,0.0007556788703164674,0.0028849169018501097,381.6191666666667,63.416666666666664
2006-10-01,379.33,1778.25,320.0,70.0,,,,,47.748117727583846,0.005673533232588346,-0.00019116266255847503,0.002789006925511428,381.79750000000007,62.916666666666664
2006-11-01,380.35,1779.04,320.16,73.0,,,,,47.832991101984945,0.004781529032598986,-0.0012407017543859533,0.0025050100200401104,381.9483333333333,62.833333333333336
2006-12-01,382.02,1779.91,320.27,79.0,,,,,47.9151266255989,0.004496331939733311,-0.00019660049655667589,0.002159083797484085,382.09083333333336,63.833333333333336
2007-01-01,383.1,1779.25,320.36,101.0,,31499.256,135617.984,5593.206,48.0,0.003983437287069735,-0.00015734491691621333,0.0019704125355768376,382.21750000000003,67.58333333333333
2007-02-01,384.12,1778.67,320.38,70.0,,,,,48.0848733744011,0.00449790794979088,-0.0004551891563827626,0.0017823082455208361,382.3608333333334,67.25
2007-03-01,384.81,1780.26,320.28,71.0,,,,,48.16153319644079,0.005093245572794114,0.0016147272123732126,0.0015948963317384823,382.5233333333333,67.91666666666667
2007-04-01,386.73,1781.02,320.18,77.0,,,,,48.24640657084189,0.005015592515592582,0.002758822602076494,0.0015014075695964912,382.68416666666667,70.5
2007-05-01,386.78,1779.28,320.22,69.0,,,,,48.328542094455855,0.0040496339753905986,0.002462096669690217,0.0016578560480466908,382.8141666666667,72.25
2007-06-01,386.33,1775.48,320.24,61.0,,,,,48.41341546885695,0.005439308765354811,0.0035326102315695884,0.0018144278295688654,382.9883333333333,71.83333333333333
2007-07-01,384.73,1772.66,320.18,60.0,,,,,48.49555099247091,0.005435776819548099,0.0048124613841069586,0.0017207396051686086,383.1616666666667,72.33333333333333
2007-08-01,382.24,1777.33,320.22,60.0,,,,,48.580424366872,0.004308985811875887,0.005709467870804064,0.0016891891891892552,383.29833333333335,71.41666666666667
2007-09-01,381.2,1785.87,320.46,60.0,,,,,48.6652977412731,0.005698607007175838,0.006362068771202267,0.0020011256331686766,383.4783333333333,70.91666666666667
2007-10-01,381.37,1789.69,320.73,59.0,,,,,48.747433264887064,0.0053779031450189585,0.0064332911570363915,0.0022812500000000124,383.6483333333333,70.0
